Model,Accuracy,Balanced Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,ROC AUC Macro,Average Precision Macro,Total Parameters,Trainable Parameters,Non-trainable Parameters,Model Size MB,Best Epoch,Best Validation Macro F1,Training Time Min,Inference Time per Image ms,Throughput Images per Sec,Max GPU Memory MB
PBCNet-SE-MBConv,0.9897630886224043,0.9897232493898165,0.9905918609595121,0.9897232493898165,0.9901156978119832,0.9897615189678036,0.9997963573465143,0.9990792893401279,7296888,7296888,0,28.146567344665527,33,0.9870910014738685,57.03742470741272,3.716831355110251,269.04637430619647,1643.04541015625
